	id	title	text	answer
754	post_619	Is that okay to include 'chromedriver.exe' file in my submission?	Since it's needed by the scraper and the instruction in example code said that it should be downloaded to current directory('scraper_code' folder). Is that okay to submit my work along with this file?	"Either way it's fine.
It is not required though."
755	post_619	Is that okay to include 'chromedriver.exe' file in my submission?	Since it's needed by the scraper and the instruction in example code said that it should be downloaded to current directory('scraper_code' folder). Is that okay to submit my work along with this file?	It is not necessary. If you commit it also, no harms.
756	post_622	MP2.2 c value	"I'm working on MP2.2 and am confused by what c means in the InL2  formula. At various points in the formula it says c(t,D) or c(t,Q), but isn't c a numeric parameter? What does it mean for c(t,D), is it the term count?
Apologies if I'm missing something in the instructions, but just want to clarify."	"count
or
number of times
for e.g.
c(t, D) --> Number of times the term appears in the current doc
c(t, Q) --> Number of times the term appears in the query"
757	post_622	MP2.2 c value	"I'm working on MP2.2 and am confused by what c means in the InL2  formula. At various points in the formula it says c(t,D) or c(t,Q), but isn't c a numeric parameter? What does it mean for c(t,D), is it the term count?
Apologies if I'm missing something in the instructions, but just want to clarify."	"This was confusing initially.
c -> parameter
C() -> implies a term weightage based on query/document etc"
758	post_622	MP2.2 c value	"I'm working on MP2.2 and am confused by what c means in the InL2  formula. At various points in the formula it says c(t,D) or c(t,Q), but isn't c a numeric parameter? What does it mean for c(t,D), is it the term count?
Apologies if I'm missing something in the instructions, but just want to clarify."	C function denotes the time term appeared in the document or query
759	post_623	Course project teammates undergrad	Hi, I am an undergrad student taking this course and am looking for some teammates ideally in the central timezone. Lmk!	"All team member requests are here
https://campuswire.com/c/G0A3AA370/feed/169"
760	post_623	Course project teammates undergrad	Hi, I am an undergrad student taking this course and am looking for some teammates ideally in the central timezone. Lmk!	"Please find your teammate here.
https://campuswire.com/c/G0A3AA370/feed/169"
761	post_625	Is it ok to scrap professors' personal page(the page you got by clicking their name in Faculty page)	"We can get professors' personal page by clicking their name on Faculty page. In the example, the program scraped their 'Home page' inside the personal page, but what if they do not have a home page? Can we just scrape the URL and content of their personal page?
To be more specific, for example, can we just scrape the page https://cs.illinois.edu/about/people/all-faculty/zaher instead of 'Tarek F. Abdelzaher's home page' link in this page if they do not have one?"	Yes, the autograder does not care about which page is scraped.
762	post_625	Is it ok to scrap professors' personal page(the page you got by clicking their name in Faculty page)	"We can get professors' personal page by clicking their name on Faculty page. In the example, the program scraped their 'Home page' inside the personal page, but what if they do not have a home page? Can we just scrape the URL and content of their personal page?
To be more specific, for example, can we just scrape the page https://cs.illinois.edu/about/people/all-faculty/zaher instead of 'Tarek F. Abdelzaher's home page' link in this page if they do not have one?"	Yes, that should be fine
763	post_625	Is it ok to scrap professors' personal page(the page you got by clicking their name in Faculty page)	"We can get professors' personal page by clicking their name on Faculty page. In the example, the program scraped their 'Home page' inside the personal page, but what if they do not have a home page? Can we just scrape the URL and content of their personal page?
To be more specific, for example, can we just scrape the page https://cs.illinois.edu/about/people/all-faculty/zaher instead of 'Tarek F. Abdelzaher's home page' link in this page if they do not have one?"	"The sample code already has a logic if the home page is not found it scraps the profile page. So what you are doing is correct.
Try looking for the comment in the sample code
 #treat faculty profile page as homepage"
